 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> mars 02, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\Magnesium in Silicon.txt

 Ion = Magnesium [12] , Mass = 22,994 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1,00 MeV   1,020E+03  5,122E+01    1,44 um     2422 A      2643 A   
   1,10 MeV   1,097E+03  4,786E+01    1,53 um     2468 A      2728 A   
   1,20 MeV   1,169E+03  4,496E+01    1,61 um     2508 A      2803 A   
   1,30 MeV   1,238E+03  4,243E+01    1,68 um     2542 A      2869 A   
   1,40 MeV   1,303E+03  4,020E+01    1,76 um     2572 A      2929 A   
   1,50 MeV   1,364E+03  3,821E+01    1,83 um     2599 A      2983 A   
   1,60 MeV   1,422E+03  3,643E+01    1,90 um     2623 A      3032 A   
   1,70 MeV   1,477E+03  3,483E+01    1,96 um     2645 A      3077 A   
   1,80 MeV   1,529E+03  3,338E+01    2,03 um     2665 A      3118 A   
   2,00 MeV   1,625E+03  3,084E+01    2,15 um     2702 A      3193 A   
   2,25 MeV   1,732E+03  2,821E+01    2,29 um     2742 A      3273 A   
   2,50 MeV   1,826E+03  2,603E+01    2,43 um     2777 A      3342 A   
   2,75 MeV   1,908E+03  2,419E+01    2,56 um     2807 A      3402 A   
   3,00 MeV   1,981E+03  2,261E+01    2,68 um     2833 A      3456 A   
   3,25 MeV   2,046E+03  2,125E+01    2,80 um     2857 A      3505 A   
   3,50 MeV   2,104E+03  2,006E+01    2,92 um     2878 A      3550 A   
   3,75 MeV   2,156E+03  1,900E+01    3,04 um     2898 A      3591 A   
   4,00 MeV   2,202E+03  1,806E+01    3,15 um     2916 A      3629 A   
   4,50 MeV   2,281E+03  1,645E+01    3,37 um     2957 A      3698 A   
   5,00 MeV   2,345E+03  1,513E+01    3,58 um     2994 A      3759 A   
