 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> mars 02, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\Helium in Gold.txt

 Ion = Helium [2] , Mass = 4,003 amu

 Target Density =  1,9311E+01 g/cm3 = 5,9040E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Au     79    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1,00 MeV   7,318E+02  1,554E+00    1,51 um     2990 A      3426 A   
   1,10 MeV   7,301E+02  1,447E+00    1,64 um     3065 A      3565 A   
   1,20 MeV   7,259E+02  1,355E+00    1,77 um     3136 A      3700 A   
   1,30 MeV   7,197E+02  1,275E+00    1,90 um     3205 A      3832 A   
   1,40 MeV   7,122E+02  1,205E+00    2,03 um     3271 A      3962 A   
   1,50 MeV   7,039E+02  1,143E+00    2,17 um     3336 A      4091 A   
   1,60 MeV   6,949E+02  1,087E+00    2,31 um     3400 A      4218 A   
   1,70 MeV   6,855E+02  1,038E+00    2,44 um     3462 A      4346 A   
   1,80 MeV   6,760E+02  9,925E-01    2,59 um     3524 A      4473 A   
   2,00 MeV   6,567E+02  9,142E-01    2,88 um     3658 A      4727 A   
   2,25 MeV   6,331E+02  8,334E-01    3,25 um     3831 A      5048 A   
   2,50 MeV   6,107E+02  7,668E-01    3,64 um     4004 A      5373 A   
   2,75 MeV   5,896E+02  7,109E-01    4,05 um     4178 A      5705 A   
   3,00 MeV   5,700E+02  6,632E-01    4,47 um     4355 A      6043 A   
   3,25 MeV   5,517E+02  6,220E-01    4,90 um     4534 A      6389 A   
   3,50 MeV   5,348E+02  5,860E-01    5,35 um     4716 A      6742 A   
   3,75 MeV   5,190E+02  5,542E-01    5,82 um     4901 A      7103 A   
   4,00 MeV   5,044E+02  5,260E-01    6,29 um     5090 A      7472 A   
   4,50 MeV   4,779E+02  4,780E-01    7,29 um     5563 A      8234 A   
   5,00 MeV   4,548E+02  4,386E-01    8,34 um     6045 A      9027 A   
   5,50 MeV   4,344E+02  4,056E-01    9,45 um     6536 A      9851 A   
   6,00 MeV   4,162E+02  3,775E-01   10,60 um     7037 A      1,07 um  
   6,50 MeV   3,999E+02  3,534E-01   11,81 um     7547 A      1,16 um  
   7,00 MeV   3,853E+02  3,324E-01   13,06 um     8067 A      1,25 um  
   8,00 MeV   3,598E+02  2,975E-01   15,71 um     9494 A      1,44 um  
   9,00 MeV   3,402E+02  2,696E-01   18,52 um     1,09 um     1,64 um  
  10,00 MeV   3,214E+02  2,468E-01   21,51 um     1,23 um     1,85 um  
  11,00 MeV   3,052E+02  2,278E-01   24,66 um     1,37 um     2,06 um  
  12,00 MeV   2,910E+02  2,117E-01   27,97 um     1,52 um     2,29 um  
  13,00 MeV   2,782E+02  1,979E-01   31,44 um     1,66 um     2,52 um  
  14,00 MeV   2,668E+02  1,858E-01   35,07 um     1,81 um     2,77 um  
  15,00 MeV   2,564E+02  1,753E-01   38,85 um     1,96 um     3,02 um  
  16,00 MeV   2,470E+02  1,659E-01   42,78 um     2,11 um     3,27 um  
  17,00 MeV   2,384E+02  1,576E-01   46,85 um     2,27 um     3,54 um  
  18,00 MeV   2,304E+02  1,501E-01   51,07 um     2,42 um     3,81 um  
  20,00 MeV   2,164E+02  1,372E-01   59,94 um     2,88 um     4,38 um  
  22,50 MeV   2,014E+02  1,240E-01   71,79 um     3,51 um     5,13 um  
  25,00 MeV   1,888E+02  1,133E-01   84,49 um     4,13 um     5,92 um  
  27,50 MeV   1,778E+02  1,043E-01   98,01 um     4,75 um     6,76 um  
  30,00 MeV   1,683E+02  9,678E-02  112,32 um     5,36 um     7,63 um  
  32,50 MeV   1,599E+02  9,031E-02  127,42 um     5,98 um     8,54 um  
  35,00 MeV   1,525E+02  8,470E-02  143,29 um     6,60 um     9,49 um  
  37,50 MeV   1,458E+02  7,978E-02  159,92 um     7,23 um    10,48 um  
  40,00 MeV   1,398E+02  7,543E-02  177,28 um     7,88 um    11,50 um  
  45,00 MeV   1,293E+02  6,808E-02  214,18 um     9,88 um    13,66 um  
  50,00 MeV   1,205E+02  6,211E-02  253,92 um    11,82 um    15,95 um  
  55,00 MeV   1,130E+02  5,714E-02  296,43 um    13,73 um    18,38 um  
  60,00 MeV   1,065E+02  5,295E-02  341,66 um    15,64 um    20,94 um  
  65,00 MeV   1,008E+02  4,937E-02  389,54 um    17,56 um    23,62 um  
  70,00 MeV   9,583E+01  4,626E-02  440,03 um    19,50 um    26,44 um  
  80,00 MeV   8,736E+01  4,113E-02  548,56 um    25,80 um    32,42 um  
  90,00 MeV   8,045E+01  3,708E-02  667,04 um    31,79 um    38,88 um  
 100,00 MeV   7,471E+01  3,379E-02  795,17 um    37,68 um    45,79 um  
 110,00 MeV   6,984E+01  3,106E-02  932,71 um    43,56 um    53,14 um  
 120,00 MeV   6,566E+01  2,875E-02    1,08 mm    49,48 um    60,91 um  
 130,00 MeV   6,203E+01  2,678E-02    1,24 mm    55,47 um    69,10 um  
 140,00 MeV   5,884E+01  2,508E-02    1,40 mm    61,54 um    77,69 um  
 150,00 MeV   5,601E+01  2,359E-02    1,57 mm    67,71 um    86,68 um  
 160,00 MeV   5,349E+01  2,227E-02    1,75 mm    73,96 um    96,05 um  
 170,00 MeV   5,122E+01  2,110E-02    1,94 mm    80,32 um   105,79 um  
 180,00 MeV   4,917E+01  2,005E-02    2,14 mm    86,78 um   115,90 um  
 200,00 MeV   4,560E+01  1,826E-02    2,56 mm   108,36 um   137,21 um  
 225,00 MeV   4,193E+01  1,643E-02    3,13 mm   138,84 um   165,77 um  
 250,00 MeV   3,890E+01  1,496E-02    3,75 mm   167,98 um   196,40 um  
 275,00 MeV   3,636E+01  1,373E-02    4,41 mm   196,58 um   229,00 um  
 300,00 MeV   3,420E+01  1,270E-02    5,11 mm   225,04 um   263,47 um  
 325,00 MeV   3,233E+01  1,182E-02    5,86 mm   253,54 um   299,76 um  
 350,00 MeV   3,070E+01  1,106E-02    6,65 mm   282,21 um   337,77 um  
 375,00 MeV   2,927E+01  1,040E-02    7,48 mm   311,10 um   377,46 um  
 400,00 MeV   2,800E+01  9,809E-03    8,35 mm   340,25 um   418,74 um  
 450,00 MeV   2,584E+01  8,822E-03   10,20 mm   439,70 um   505,92 um  
 500,00 MeV   2,408E+01  8,022E-03   12,19 mm   533,34 um   598,85 um  
 550,00 MeV   2,262E+01  7,361E-03   14,33 mm   624,19 um   697,13 um  
 600,00 MeV   2,137E+01  6,804E-03   16,59 mm   713,63 um   800,40 um  
 650,00 MeV   2,031E+01  6,329E-03   18,98 mm   802,36 um   908,32 um  
 700,00 MeV   1,939E+01  5,919E-03   21,49 mm   890,76 um     1,02 mm  
 800,00 MeV   1,787E+01  5,244E-03   26,84 mm     1,19 mm     1,26 mm  
 900,00 MeV   1,667E+01  4,713E-03   32,61 mm     1,47 mm     1,51 mm  
   1,00 GeV   1,570E+01  4,283E-03   38,77 mm     1,73 mm     1,77 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  5,1786E-04                keV / (ug/cm2) 
  5,1786E-04                MeV / (mg/cm2) 
  5,1786E-01                keV / (mg/cm2) 
  1,6938E-01                 eV / (1E15 atoms/cm2)
  2,8445E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
